timestamp,Delta,Theta,Alpha,Beta,Gamma
0.0,1.2618531512901014,0.017345182364353187,3.507440916517484,-13.345641900926237,0.7713298728929249
0.00390625,-1.8538441648625634,1.6393337487316126,-2.932222760087031,23.089693866570165,-0.028643085754002283
0.0078125,-0.48118914523466416,-0.6067963256012097,1.5879442788328166,1.204333097428048,-0.24912887055094773
0.01171875,-5.82229648759884,2.9614045562774263,3.847272596728891,23.32819914143102,0.7742923889364601
0.015625,5.190181037057428,-1.9465728253090453,8.749066505408077,17.961176081131818,0.38685157683931254
0.01953125,3.9642458715048945,1.7780880863067388,-1.1344667716816712,-2.198461558622136,0.21121879183689127
0.0234375,3.7515544864376564,-1.9991789774142363,4.49747557693682,23.374964257593987,-0.2661225993246008
0.02734375,-1.1502082874329105,0.9576421662392582,2.668550526056982,-26.47040504983653,-0.1954720236165941
0.03125,0.5569295339166445,1.113629951593221,11.562196030601966,-20.055402263754992,0.26138304573246535
0.03515625,-2.019299848795018,2.8693553402529077,-1.838382298730413,-11.577388301103543,1.3400335948725905
0.0390625,2.9032158117803033,1.6198292506715442,-3.2538719430092087,-26.71024844936052,0.025578171452247625
0.04296875,-9.015729577420922,2.2259398419823917,-0.5964871713996933,-8.680067494431537,-0.8894733502397377
0.046875,0.44543467392347114,-2.2004960338784354,1.794137730574083,-29.121000775172806,0.2966622042113692
0.05078125,9.071058649356804,3.0255069860306643,-1.7508391989456213,5.900682616492237,-0.00032612633115808423
0.0546875,-2.121003132356659,-1.291674890359359,7.14808915625677,4.618950933260656,1.4658308802248834
0.05859375,0.5117566306754048,-1.5325897748048711,-0.8842926238351039,-2.1438652384864607,-0.059792509858398284
0.0625,-0.6913433699414406,-0.08394153799712073,-6.948043706115149,30.092191432112365,-0.7512575831646577
0.06640625,4.652929422747862,2.3543746987127583,-5.482300933776897,-22.597426328964456,0.42326458837651093
0.0703125,-0.24958808993053155,4.912926856962976,-1.849818802794227,-9.288772021828944,0.5565222509370471
0.07421875,-4.565358408014671,-3.3110449777940456,-8.033703895550477,2.2466215197358164,0.13621785238160303
0.078125,-3.0656546635085284,1.1261436503834874,-6.984073325033324,-12.64436271314245,-0.13958542740400384
0.08203125,-4.616635222112228,-1.1790627737137853,-3.412419816304724,-18.16422550665269,-0.2468869562348302
0.0859375,5.276234220875279,-0.6837415237013169,-0.0036361991259883375,-13.3515903364239,0.1894297834831021
0.08984375,-0.5864866055970158,-2.6437764419848113,-0.4620650478787362,-14.619170561306419,0.645009432328537
0.09375,-3.4365479674943606,-1.9799184900108875,-1.6468113447330786,-15.333980442924108,0.0661283066489463
0.09765625,-5.620085590473596,-2.000557066539992,-2.561340641955206,-1.9872467870666668,-0.3652423805764959
0.1015625,5.72876261862286,2.003824200727374,6.128265242402957,30.351015057453647,0.26481235641855416
0.10546875,10.477481275626616,0.3894298708589833,7.939780818779647,12.69789391007891,-0.635224848260456
0.109375,-1.3238329721374416,3.324429594425652,6.080623971026247,10.323416640119762,0.12252422354515093
0.11328125,-0.5490940170844186,-5.942096422739249,7.294584750918506,17.521716917808337,-0.1421086027175221
0.1171875,1.2652783205251927,0.7585188072666336,0.16908730592131382,-7.9391424498986085,-0.1536320553966116
0.12109375,8.223721364306265,1.340339072135528,5.3683453571938635,-28.80584707113723,0.18949612384703043
0.125,-1.0334374122347336,0.9058331502862191,5.784187488572533,-16.278288367656643,-0.8168861215043167
0.12890625,5.802087732415607,2.1580577088671644,-4.126845136235284,-14.380042686884588,0.35510888806255064
0.1328125,3.1550674027067624,-1.4263724300439014,-2.618159544071176,-21.626266849529895,0.1226749004365849
0.13671875,1.004294300364877,-4.89912716823318,4.032495275446945,8.865946570091186,-0.47770112471253856
0.140625,1.1462245848638541,-4.0947195972957475,2.0589743688320956,11.707803525333945,0.9228961504239028
0.14453125,2.8295474331919235,-0.4602035038608222,4.659013483685623,28.424998452789943,0.3346352632059645
0.1484375,3.244158107267397,-1.231218595244426,-6.441468843188796,24.31317136049875,-0.4323901651203778
0.15234375,0.10097211179769904,-0.06604546864016692,-4.133503877083568,-0.3160389351659525,-0.31944474883765195
0.15625,-6.949017566045172,-1.7017396378871956,-3.9284561356463565,15.821043715657584,0.3027842929855923
0.16015625,0.5215862775243474,3.8224754341147227,-5.964298849048365,-20.851770647431483,0.06245810676622996
0.1640625,0.1473727983773404,-1.866548642752599,-4.325681350663898,5.781346714321256,-0.13535568326747716
0.16796875,3.0418195387803504,-0.832241996264627,-8.648296418694317,-19.028884674601656,0.8710980973609977
0.171875,-0.5226816989887045,-0.7086160332637167,-6.410080811828735,-4.470335730193391,0.45843295926389266
0.17578125,-8.507250779070429,-1.1759555022483095,4.429237880189283,-15.665267857449622,-0.810457394006196
0.1796875,1.955043410478974,-0.7854591298613677,-3.8190785824495426,-0.6954824875337584,0.1735384517938862
0.18359375,4.2541646022637885,5.8171698585124965,-1.8423800608849024,-12.803335473599699,-0.6373433951333888
0.1875,-1.143775507519659,-0.9574768595051104,2.6346995177532095,3.5301606404309256,0.2606099973395488
0.19140625,2.297347652892019,-0.900414805229405,4.070445677031772,-0.04771466557510706,-0.3263126598706175
0.1953125,5.073613827666259,-1.1936026883450466,11.8658735772972,13.202153927685139,-0.3858432342865768
0.19921875,6.507935943071646,-1.6351688057797493,-0.6417599521336945,21.20924482148604,-0.22582173573611078
0.203125,-0.8793271563501982,1.810662670894232,2.14758974270607,17.775206226056156,0.7946120992400112
0.20703125,-6.642534940884098,6.305954965446496,4.5631265555659,18.066338842566264,-0.37116666607129545
0.2109375,-5.800321394103029,0.3818637136979736,-2.842335269013115,-25.77670177389722,-0.18344804130704065
0.21484375,2.188741833727962,-3.2481260104811236,4.775937716736675,-40.58950350170824,-0.26005593956479656
0.21875,-0.9172453987033601,-4.254008354454907,-2.9272562216639786,-10.555369380701988,-0.5128913086447419
0.22265625,-1.023001154086234,-0.08525610659858372,-0.9308990194112121,-16.18361766621175,0.8633240296978164
0.2265625,-1.4839626060303,2.7157605385770296,0.04035540983054452,10.353114376329486,0.32153818487173513
0.23046875,-0.8859475145043936,0.9976387668449607,-5.650384905717528,7.583803233690653,0.2085278763378311
0.234375,-9.23155556458085,1.4563437060028168,-1.7590166083469094,31.424707932520263,0.032808774149716675
0.23828125,-1.4936135198593596,3.634678942138564,-2.597029863954903,21.37464653236502,-0.47343308753985613
0.2421875,4.857603994050077,-3.2325263140658334,-1.3240869720654056,26.395400605808426,0.20995064223260948
0.24609375,-5.557377656635976,-1.0473539242383012,-1.7058751878137979,-20.153226089654606,-0.5671579042373345
0.25,-0.45689963615060813,2.204091888710941,-2.8528828807171402,-24.163101202497923,0.39283356649388373
0.25390625,-5.937441802216139,-2.732022882317597,1.6444049493558963,-20.725709754305136,0.8169083086740597
0.2578125,-3.670843204751294,0.0328869435387531,-8.143580906640913,8.968186083249094,-0.4165967435471195
0.26171875,-5.6241204508508815,-1.257877805054668,1.8848204102685888,-3.2485030013517697,-0.0449853311746268
0.265625,-2.7444037982926615,2.352357141628448,-6.436705905352575,-0.641163181571363,0.21216518987653454
0.26953125,2.2813283611050945,1.6053592594095707,-7.000335755086044,-11.967800722154319,-0.1046188884122327
0.2734375,0.07993428647459387,-0.7020578058047826,1.0134989288832823,19.537168877076674,0.07460405473528064
0.27734375,1.4905501193515738,-3.187622506434484,6.012922260536907,20.052846028232114,1.081192947235414
0.28125,2.289653585639491,1.5105249923318018,1.6777115248507306,-8.537274804824557,0.3214600584844339
0.28515625,-0.7431936863419463,-2.165137310808621,10.012724746756287,13.641848543536241,0.10877585192477379
0.2890625,-4.542960995857184,-0.8435284575669424,1.959275796748398,-0.08107333000115524,-0.18118788157964544
0.29296875,1.0303417693402974,-1.0477670147311056,-2.4185935482896896,5.478171795149987,0.8972585091315122
0.296875,-3.5117419589687935,0.1674738955617148,5.63257433057749,-14.894787025208885,0.01423428799649172
0.30078125,-2.576009584250591,-1.9147248574458207,3.2320621731117543,-49.503422189118865,0.28061745281349265
0.3046875,2.80073120345365,-0.935782185070732,-4.536961808505273,-11.329237756960168,0.5015138732176937
0.30859375,-0.11312905617962246,2.8298203584635893,1.7514773081963615,16.187130102029105,-0.7559297015280223
0.3125,-1.1868143352587444,-4.553867079539323,-1.7373159075454199,-6.605180988038722,0.1230525066510855
0.31640625,-4.4678483953547605,-7.468709996399777,2.649413117950502,3.230644864033732,-0.14701734720217574
0.3203125,-4.373011300448877,-2.195085896061587,7.593950658185249,0.22375250616742548,-0.13229127802969295
0.32421875,3.9222543212549383,-3.6218345257027567,2.77574533769555,11.124074505174054,0.9170106685228567
0.328125,4.5473680099682285,1.2445355172258865,3.505287011915133,7.024513038222529,-0.00941134236145556
0.33203125,5.629977638814643,3.042296852556766,0.5305046004584466,-1.8140280292283961,0.20207661100448596
0.3359375,0.4820741078639717,1.6436841609085338,-4.407062687633182,16.788446786009764,0.48333987462458233
0.33984375,-7.753137143769117,-2.0754619980596147,-1.6545766911410849,-6.632970467312219,-0.23999990658818124
0.34375,-1.0976522559332755,-2.4654502711853103,-1.6442693205961656,-0.06433424943895627,-0.03463395545197986
0.34765625,4.327644545947323,2.244431160056339,-5.495465740773432,7.044552359977072,0.320660777217803
0.3515625,9.639834679612061,-1.4778263076194957,2.2217314150510377,-43.28855256303901,-0.28647336742120694
0.35546875,-1.6421991613827103,-0.7415538234225603,-9.85249864549078,2.732196006988598,0.4582967630768523
0.359375,-4.174215681980548,-0.24375297843427576,-3.7001630616205357,-3.948085669130435,-0.01791915410048014
0.36328125,4.850286122092885,1.7839748147962016,-3.8801388470820286,6.378030986937917,-0.5070740897929168
0.3671875,2.5553365479720447,0.6928044447917381,-2.6514481343378833,12.414016440823172,0.10377482937625988
0.37109375,-1.392712730454146,0.38247348204114084,-1.1576739305714676,34.913812922774625,-0.22950752091503385
0.375,-7.26638442225527,2.693206028769395,5.682388480029691,16.125409810394906,-0.37649115919334675
0.37890625,-2.9280877189162884,-0.3354382630577685,1.3552553883604337,8.630869187889276,-0.05021794069561699
0.3828125,-2.8028270813344403,-0.5572542163162442,1.1669364413379983,2.4790803874004803,-0.35503301304307566
0.38671875,2.5953537455453772,0.7705336945391049,7.447611502130852,-16.527044324669408,-0.48613170932390987
0.390625,-1.4809552533525105,-1.2340411503591273,7.906746702494777,-19.04974638237514,-0.23633799893683774
0.39453125,7.607539382577759,5.928859411077195,7.074224158324231,-29.755320058341766,-0.08965910099384812
0.3984375,0.8969320187567711,-0.6263082225056056,1.0838625956651748,-19.908575364984166,-0.2771354527223706
0.40234375,-3.3213012191281344,-2.552137846523008,-0.12909573935470897,-6.370486355990209,0.3795956769916559
