timestamp,Delta,Theta,Alpha,Beta,Gamma
0.0,1.7469386499332138,3.269114860693703,-13.74065816862002,2.219899487756863,-0.008833093165581741
0.00390625,0.8231783201799441,-1.8145009929132572,28.023628143284952,4.324904114766518,-0.8027643676684615
0.0078125,0.4432890493315878,-2.247483208604047,-72.25637411201761,0.7578667885000008,-0.22058402757617096
0.01171875,-2.751968960752335,-2.968121524738169,21.064668749418377,4.584075222295766,-0.1783688429368473
0.015625,-5.99099512519505,-1.10718781602567,13.277122217213293,9.192129170037047,0.01932107553148542
0.01953125,2.4060669933745444,2.2559432118855716,22.555411499046688,7.831318141808503,-0.3109418437073543
0.0234375,-3.7423620463785343,-1.7324818319204174,75.95197927805745,-8.854163547638443,-0.016220865074356258
0.02734375,2.2441057571539496,-1.287456132662231,42.031591298752595,-3.5229550828066563,0.41804014206546053
0.03125,-3.822295539225172,-5.0036233125511185,-28.6261884045549,1.8722642299991281,-0.08246625265669702
0.03515625,-7.396011788876124,3.626881836485198,57.12777563656226,5.292922904571234,0.2181181497846844
0.0390625,-0.021915596023189845,3.259784303988978,12.531665185780927,-6.277411047346907,0.1891776291576966
0.04296875,3.0739393491250233,-5.524576974776676,6.862895221049861,0.43661010490884866,-0.020484472973209277
0.046875,-1.945657444235417,1.7516149698221615,33.76451882638485,-15.208362349460915,-0.9423240529324327
0.05078125,8.502679970242795,3.2742716703566437,-45.43077760982457,-1.7556305812290458,0.22262224220343557
0.0546875,-5.913015620697821,1.3910091581461377,-52.762052822491704,11.847125586382088,0.4302535880281838
0.05859375,-0.4102717477975399,-3.9985604841172107,39.92390316357617,-3.701872484415715,-1.200211803564555
0.0625,-0.8903568197228994,-2.731201175429979,10.799777996346887,4.068007266835965,-0.7225636115928256
0.06640625,3.656016850076087,5.335768557067267,2.4301358955572994,8.245114119554982,-0.18599214114340962
0.0703125,-8.506675030279434,3.7615209910117358,4.124731166683599,5.291900787526142,-0.5820098289016445
